fips,area
17099,1135.124
17101,372.178
17105,1044.285
17109,589.407
17111,603.171
17117,862.906
17125,539.238
17127,237.218
13185,496.066
13189,257.461
13195,282.311
13199,501.223
13205,512.085
13209,239.523
13213,344.466
13221,439.012
13229,316.494
13231,216.086
13235,249.031
13241,369.993
13247,129.793
13255,196.469
13257,179.131
13267,479.403
13269,376.686
20183,895.465
20187,680.345
20189,727.293
20197,794.302
20207,497.82
21191,277.157
21193,339.67
21201,99.911
21205,279.795
21207,253.657
21217,266.327
21221,441.433
21231,458.17
21233,331.943
21237,222.171
21239,188.784
22005,289.981
22091,408.403
22093,241.537
22097,923.879
22099,737.648
22103,845.551
22113,1173.199
22117,669.525
21011,278.792
21013,359.0
21015,246.359
21027,567.172
21029,297.024
17133,385.011
17137,568.791
17141,758.574
17143,619.209
17147,439.202
17153,199.185
17159,359.99
17165,379.819
17167,868.302
17177,564.523
17183,898.368
17191,713.814
17195,684.25
17197,836.908
18001,339.028
13275,544.596
13279,364.005
13281,166.563
13289,358.398
13295,446.379
13301,284.298
20035,1125.75
20041,847.072
20047,621.894
20051,899.912
20053,715.847
20057,1098.271
20063,1071.665
20073,1143.3
20077,801.269
20079,539.754
20087,532.574
22011,1157.342
22015,840.057
22017,878.539
22023,1284.887
22031,875.579
22035,420.704
22041,624.585
22043,643.026
22049,569.183
22051,295.632
22055,268.72
21035,385.021
21039,189.434
21041,128.569
21045,444.23
21057,305.182
21065,253.078
21067,283.649
21071,393.345
21079,230.077
21083,551.743
21085,496.698
21091,187.652
21097,306.364
21101,436.669
21107,541.995
48267,1250.987
48271,1360.055
48277,907.19
48281,712.84
48285,969.708
48287,629.016
48291,1158.417
48293,905.288
48295,932.179
48301,668.925
48305,891.867
48307,1065.598
48317,914.944
48323,1279.258
48327,902.03
48331,1016.93
48333,748.261
51800,400.168
51810,249.016
51840,9.233
53001,1924.978
53003,636.213
53005,1700.379
53015,1140.125
53017,1819.264
53019,2203.159
53023,710.686
53025,2679.513
51600,6.239
55101,332.501
55107,913.585
55111,830.902
55113,1257.305
55119,974.876
55123,791.579
55125,856.604
55133,549.574
55139,434.487
56003,3137.097
56009,4254.883
56017,2004.092
56019,4154.153
54023,477.373
54025,1019.569
54027,640.249
54033,416.008
54037,209.635
54045,453.737
54051,305.431
54053,430.748
54059,423.109
54065,229.073
54069,105.82
54075,940.284
48341,899.691
54083,1039.681
54087,483.563
54091,172.771
54093,418.922
54097,354.638
54099,505.981
54103,358.063
54105,232.509
54107,366.26
55011,671.635
55013,821.848
55019,1209.815
55021,765.529
55023,570.66
53029,208.449
49039,1590.152
49043,1871.712
49045,6941.352
49049,2003.454
49057,576.084
50003,674.98
50007,536.578
50011,633.706
50015,458.797
50021,929.821
56023,4076.129
51005,445.457
51011,333.494
51013,25.974
51015,966.999
51019,753.021
51025,566.173
51031,503.867
51033,527.513
51036,182.817
51045,329.534
51049,297.461
51051,330.532
54081,605.351
51061,647.449
51067,690.426
51069,413.496
51073,217.807
51081,295.226
51085,468.536
51091,415.156
51095,142.437
51103,133.25
49037,7819.988
51119,130.306
72027,46.355
72035,51.934
72041,36.021
72043,78.012
72053,29.864
72055,37.05
72059,42.27
72067,11.344
72073,44.533
50025,785.305
72005,36.529
53037,2297.271
53039,1871.313
53059,1655.677
53075,2159.09
54017,319.72
54029,82.609
54043,437.039
54055,418.993
54073,130.103
54085,451.991
54095,256.294
51057,257.123
72079,59.953
72081,61.45
72089,25.811
72095,21.066
72101,38.871
72103,51.661
72109,46.699
72117,14.288
72119,60.623
72125,54.498
72131,70.423
72137,23.241
72143,27.728
51115,85.929
22095,213.071
22111,876.988
21001,405.283
21005,201.832
21007,246.659
21019,159.864
21037,151.308
21049,252.463
21061,302.883
21069,348.542
21081,257.965
21093,623.278
21109,345.201
21125,433.953
21131,400.844
72075,60.277
40037,950.141
40047,1058.466
37183,835.219
37187,348.135
38003,1491.554
38013,1103.568
38025,2008.46
38041,1132.221
38055,2110.876
38069,1018.6
38087,1214.922
38095,1024.561
39009,503.598
39021,428.669
54109,499.453
55015,318.236
55027,875.625
49027,6572.425
49033,1028.775
49041,1910.577
49055,2460.676
50013,81.811
51003,720.698
51009,473.934
51023,541.202
51035,474.69
51053,503.716
51065,286.005
72147,50.768
72151,55.215
72153,68.192
01003,1589.784
01027,603.961
01041,608.84
01057,627.66
01073,1111.276
01091,976.882
01103,579.337
01115,631.902
01129,1080.207
21147,426.803
21165,203.585
21181,195.171
19041,567.238
19043,778.539
19049,588.447
19057,416.123
19073,569.574
19081,571.005
19091,434.352
19099,730.42
19115,401.766
19131,469.133
19147,563.844
19157,584.932
19165,590.779
19179,431.833
19187,715.619
19197,580.422
39031,563.913
39045,504.411
35013,3807.511
35017,3961.625
35037,2874.349
35059,3823.744
36017,893.548
36031,1794.228
36049,1274.679
36065,1212.429
36077,1001.7
51079,156.246
12129,606.419
13011,232.091
13019,451.897
13027,493.046
13033,826.968
13039,613.025
13051,426.437
13061,195.381
02240,24768.808
05149,929.984
06011,1150.731
06027,10180.879
06047,1934.972
06063,2553.043
06077,1391.322
06091,953.214
06107,4824.215
08011,1512.861
08019,395.227
08027,738.625
20013,570.872
20023,1019.887
27071,3104.07
27079,448.76
27087,557.878
27101,704.702
27107,872.789
27125,432.407
27131,495.684
27143,588.779
27159,536.268
27169,626.206
28007,734.982
28023,691.554
28035,466.314
28043,422.107
36091,809.984
36101,1390.559
36113,866.952
42011,856.506
42019,788.604
42025,381.46
42037,483.108
42053,427.185
42057,437.551
42075,361.833
42081,1228.594
42099,551.445
42117,1133.788
42131,397.324
72149,35.637
01005,884.876
01013,776.829
01019,553.7
06041,520.306
06053,3280.595
06061,1407.009
02090,7338.209
08041,2126.801
08049,1846.33
12085,543.464
12093,768.908
12105,1797.837
12121,688.552
12133,582.803
13007,341.944
13021,249.762
13035,184.393
13047,162.159
13065,800.222
13075,227.162
28057,532.787
28069,766.182
22119,593.03
22125,403.214
23017,2076.84
24015,346.273
24027,250.741
25001,393.723
25003,926.825
25027,1510.77
26025,706.233
26039,556.28
26049,636.977
44007,409.502
45021,392.659
45033,404.872
45045,785.12
47009,558.706
47019,341.203
47037,504.033
47051,554.542
47063,161.179
47075,533.112
47085,530.98
47099,617.128
47113,557.117
47127,129.223
06019,5957.991
06023,3567.987
06035,4541.184
06037,4057.884
13085,210.83
13099,512.594
13117,224.021
08051,3239.1
08055,1591.001
08065,376.911
08079,875.666
08089,1261.961
08101,2386.104
08117,608.358
09005,920.56
12007,293.962
12019,604.36
12027,637.059
12035,485.461
26059,598.133
26063,835.706
26113,564.726
26119,546.663
26129,563.488
26137,514.971
26149,500.591
27005,1315.203
27013,747.844
27023,581.122
27033,638.61
27047,707.087
27061,2667.722
29095,604.462
47133,433.483
47145,360.708
47159,314.289
47165,529.449
45047,454.726
45051,1133.896
45059,713.804
45069,479.674
45087,514.171
46015,817.24
46025,957.604
46037,1027.868
46049,981.75
46057,507.231
46067,812.904
46077,832.236
51097,315.138
51109,496.3
01035,850.156
01039,1030.456
01049,777.093
01053,945.08
01063,647.11
01069,579.824
01075,604.846
01077,667.697
12047,513.79
12067,543.411
12077,835.562
04001,11197.521
04007,4757.933
04019,9187.036
05011,649.231
05023,553.692
05037,616.381
05039,667.386
05055,577.699
05065,580.577
05079,561.517
29099,656.629
29115,615.564
29121,801.227
29135,415.025
29145,624.765
29163,670.438
29173,469.781
29185,669.983
29201,419.99
29215,1177.266
29223,759.176
30007,1192.541
30021,2371.865
30031,2602.689
46091,838.066
46107,861.14
46119,1006.817
46129,708.63
40057,537.194
40061,576.521
40069,642.94
40075,1015.226
40093,954.988
40103,731.895
40115,470.821
40133,632.837
40141,871.134
41009,657.357
06067,964.644
06071,20056.938
06111,1843.133
08005,798.1
05109,600.618
05117,647.958
05135,604.439
13307,209.118
13311,240.686
13315,377.705
15005,11.991
16005,1111.988
16027,587.37
16039,3074.738
16063,1201.405
16075,406.867
17001,855.202
17017,375.818
30047,1490.15
31123,1423.838
31127,407.382
31143,438.345
31153,238.99
31167,427.949
31179,442.915
31185,572.51
32011,4175.684
32027,6036.563
33005,706.66
33017,368.975
34027,460.177
34037,519.014
41023,4528.541
41047,1182.326
41061,2036.606
42009,1012.296
48355,838.482
48363,951.791
48373,1057.093
48389,2635.375
48405,530.657
48413,1310.63
48421,923.035
48439,863.608
48455,693.608
48471,784.169
13083,173.981
13089,267.582
13097,200.067
13105,351.055
13111,386.723
13121,526.635
08067,1692.078
08071,4772.672
05095,607.122
17025,468.316
17039,397.513
17045,623.374
17061,543.019
17069,177.528
18049,368.388
18053,414.074
18063,406.911
18075,383.905
18093,449.168
18099,443.629
18113,410.843
18119,385.288
18133,480.528
18145,411.147
18157,499.806
35011,2322.623
30049,3458.828
30053,3612.916
30075,3297.298
30085,2354.793
31001,563.272
31005,715.355
31017,1221.333
31027,740.312
31041,2575.522
31059,575.371
31069,1704.283
31077,569.811
31089,2412.399
48481,1086.15
48493,803.733
48503,914.468
49005,1164.813
49017,5175.121
47183,580.364
47187,582.599
48003,1500.713
48019,790.961
48027,1051.016
48041,585.445
48059,899.372
48075,696.405
48083,1261.946
48089,960.274
02100,2318.6
02170,24607.898
06001,739.017
01105,719.664
01111,580.55
01113,641.14
01123,716.521
18165,256.878
19003,423.439
19013,565.769
19025,569.968
19035,576.906
17071,378.872
17075,1117.316
17087,343.915
17095,716.395
17113,1183.378
17123,386.789
17135,703.687
17151,368.77
17163,657.759
17187,542.405
17199,420.149
31107,1108.35
28077,430.668
28081,449.951
28085,586.115
28087,505.509
28107,685.144
28123,609.185
28133,697.754
28145,415.598
28159,607.245
29003,432.703
29015,704.06
29027,834.575
29039,474.483
29049,418.956
29059,540.77
29071,922.681
48107,900.198
48119,256.825
48131,1793.481
48143,1083.071
48153,992.143
48163,1133.5
48171,1058.214
48173,900.218
48175,852.014
48183,273.303
48187,711.3
48205,1462.033
48209,677.978
48219,908.392
48231,840.318
48241,938.845
48255,747.556
48269,910.872
48279,1016.181
48289,1073.151
08033,1067.051
08039,1850.847
08045,2947.563
06079,3298.567
06093,6277.887
06097,1575.849
06105,3179.254
06017,1707.883
18005,406.908
18017,412.155
18027,429.487
18041,215.014
18043,147.935
13127,419.753
13133,387.435
13143,282.165
13153,375.541
13163,526.485
13183,400.293
13193,400.641
13207,395.658
13219,184.29
13227,232.057
13237,344.639
13249,166.906
29083,696.947
29093,550.259
37003,259.994
37007,531.452
37009,426.135
37033,424.922
37045,464.252
37063,285.975
37073,340.445
37085,594.987
37097,573.833
37109,297.938
37123,491.76
37133,762.744
37145,392.322
48299,934.034
48313,466.065
48325,1325.356
48335,911.09
48343,251.985
51127,209.729
51133,191.295
51167,473.822
51179,268.956
51515,6.878
51590,42.934
51620,8.206
51680,49.128
51720,7.481
51740,33.653
51830,9.022
12086,1897.716
12103,273.799
12123,1043.305
13259,458.733
13271,437.303
13283,199.436
13297,325.68
20025,974.632
20031,626.947
20033,788.298
20045,455.871
20055,1301.967
20069,868.867
20081,577.521
20093,870.543
20101,717.455
20111,847.474
20123,701.792
20133,571.472
20139,705.518
20151,735.045
20159,726.237
20169,720.225
37157,565.551
37173,527.996
37179,631.52
39059,522.254
39069,416.01
39083,525.494
39091,458.429
39103,421.358
39115,416.423
39127,407.971
39137,482.522
39153,412.748
39165,401.314
40005,975.517
40015,1278.289
40027,538.766
53011,629.004
53035,394.941
55053,987.72
55067,870.64
55078,357.608
55087,637.523
55099,1254.376
55109,722.329
55121,732.965
55135,747.713
56005,4802.709
56015,2225.391
56041,2081.264
01127,791.192
01133,612.979
02016,4390.276
02060,503.843
72017,18.693
72021,44.324
72029,32.865
72039,66.529
72051,23.089
72063,27.887
72077,26.489
72085,33.88
72099,50.344
72111,44.617
72123,69.365
72139,20.764
20179,895.957
20191,1181.941
20209,151.6
21185,187.218
21197,178.979
21203,316.545
21215,186.677
21227,541.6
21235,437.83
22007,338.658
22021,529.425
22025,708.03
22047,618.627
22059,624.684
22067,794.934
22083,559.043
48101,900.563
48105,2807.327
48109,3812.798
48111,1503.259
48113,871.279
48121,878.432
48125,901.724
48133,926.491
48139,935.487
48145,765.483
48147,890.837
48151,898.941
48157,861.481
48181,932.804
48189,1004.683
48193,835.914
48345,989.562
48347,946.537
48351,933.677
51135,314.392
51137,340.783
51139,310.856
51143,968.941
51153,336.402
51163,597.558
51169,535.53
51171,508.776
51181,278.949
51183,490.22
53033,2115.566
55035,637.983
55037,488.195
55041,1014.067
55043,1146.849
55047,349.437
55049,762.58
55055,556.474
55057,766.925
55059,271.99
56027,2626.037
56029,6942.078
56035,4886.537
56037,10426.649
56043,2238.549
72001,66.69
72007,30.085
72011,39.285
53043,2310.494
53051,1399.989
53053,1669.508
48197,695.114
48199,890.567
48201,1703.478
48203,899.951
48211,906.286
48213,873.748
48215,1570.865
48223,767.174
48235,1051.563
48237,910.662
48239,829.435
48243,2264.555
48249,864.966
48253,928.554
48259,662.453
51185,518.846
51191,560.975
51195,403.189
51520,13.013
51550,340.8
51580,5.468
51610,1.999
51640,8.24
51678,2.497
51683,9.881
51685,2.534
51710,54.12
51730,22.932
51750,9.872
51790,19.975
55065,633.588
55075,1399.347
55077,455.602
55083,997.988
55085,1112.97
55091,231.983
55093,573.748
55097,800.679
53063,1763.791
53067,721.961
53069,263.375
53077,4295.396
54003,321.142
54005,501.543
54009,89.205
54011,281.018
54015,341.902
54019,661.55
12037,534.725
12057,1020.214
12065,598.095
08093,2193.846
08099,1638.395
08107,2362.026
08113,1286.611
08115,548.041
05125,723.604
05131,531.911
05139,1039.214
02290,145504.789
18171,364.681
18177,401.74
19005,639.082
17059,323.071
17067,793.726
18061,484.516
18073,559.625
18081,320.427
18083,516.031
18089,498.961
18107,504.613
20121,575.661
20129,729.731
20137,878.134
20147,885.877
20153,1069.416
20161,609.771
20175,639.497
22065,624.437
09001,624.89
05021,639.465
21119,351.518
21127,415.595
21133,337.914
21141,552.131
21149,252.474
21155,343.008
04015,13311.084
21163,305.423
21177,467.079
19051,502.188
19065,730.811
19071,511.15
19083,569.307
19085,696.848
19097,636.039
19109,972.72
18111,401.759
19119,587.65
19133,694.072
19143,398.684
19167,768.332
19173,531.902
19185,525.437
19191,689.868
20001,500.303
20007,1134.073
20011,635.471
22071,169.423
27075,2109.292
21161,240.128
27123,152.212
27135,1671.602
27151,742.083
27155,573.902
27165,434.947
27167,750.957
27173,759.101
28001,462.407
28019,418.177
28025,410.077
28027,552.442
19117,430.593
37053,261.852
37079,265.928
37089,373.068
42035,887.984
42041,545.459
20021,587.568
28055,413.045
28063,519.933
28071,631.708
23001,467.927
23003,6671.33
22087,377.517
38015,1632.653
38021,1131.47
38023,1260.786
38033,1000.786
38049,1873.954
28047,573.994
28105,458.201
28111,647.252
28113,409.015
28125,431.72
28131,445.485
35047,4715.821
35051,4178.956
35055,2203.11
36001,522.804
36005,42.096
42043,525.047
42059,575.949
42065,652.429
42071,943.81
42077,345.166
42083,979.197
41035,5941.052
23005,835.241
45029,1056.491
45041,799.964
45043,813.547
47023,285.736
38051,974.733
38057,1042.957
40067,758.832
40077,722.08
40079,1589.214
40089,1850.005
40095,371.08
40105,565.777
40113,2246.358
36015,407.352
36023,498.76
36025,1442.44
36029,1042.693
40139,2041.261
40151,1286.454
41001,3068.357
41007,829.049
41041,979.765
31139,573.249
31145,716.985
19029,564.269
19037,504.38
17083,369.271
17085,601.087
17097,443.67
17115,580.689
17119,715.582
47039,333.845
47043,489.896
47053,602.742
47055,610.927
23013,365.134
23019,3397.362
23025,3924.403
40121,1305.462
40129,1141.136
24045,374.444
25025,58.154
26001,674.585
41015,1627.46
41025,10133.17
26089,347.171
26105,495.073
28147,403.944
42107,778.634
42127,725.604
42129,1027.554
49015,4462.314
49021,3296.681
49025,3990.229
47029,434.565
23027,729.918
31157,739.401
31165,2066.74
31175,568.048
31177,389.958
32001,4930.458
32003,7891.431
26011,363.191
30067,2803.063
30073,1622.863
30079,1736.737
30081,2390.821
30089,2760.524
30095,1795.35
26109,1044.079
28149,588.501
28161,467.129
29005,547.302
29011,591.921
29019,685.414
29025,426.393
39085,227.493
39095,340.855
44009,329.235
45011,548.393
45013,576.28
32015,5490.105
32019,2001.187
32029,262.92
39111,455.721
39113,461.553
39123,254.917
39145,610.213
39155,618.297
30103,977.398
30105,4925.819
38077,1435.779
38085,1094.094
38099,1281.931
38105,2077.401
29031,578.535
29037,696.836
36047,70.816
36053,654.842
36061,22.829
36067,778.39
41045,9887.532
41055,823.694
41057,1102.58
41063,3146.189
41067,724.23
29101,829.282
29107,628.433
29113,626.556
29123,494.39
29127,436.924
39163,412.36
47073,486.975
47079,562.096
47089,274.078
47091,298.475
47097,471.992
47103,570.338
47115,498.16
47121,195.122
47123,635.565
47131,544.728
39007,701.931
48371,4763.847
48377,3855.237
48391,770.444
48401,924.027
48407,569.243
48409,693.451
36079,230.312
48443,2358.026
48461,1241.324
48465,3144.75
48473,513.43
48479,3361.482
48487,970.844
48495,841.107
48501,799.708
48505,998.412
49003,5745.551
48005,797.778
48007,252.074
48037,885.006
48043,6183.733
29183,560.435
29189,507.8
29199,436.671
24005,598.302
24025,437.089
26013,898.257
26029,416.339
30111,2633.294
31015,539.94
31021,491.581
26121,499.246
26127,512.071
26139,563.467
26141,658.719
26151,962.566
26153,1171.358
45019,916.089
46071,1863.914
46081,800.035
46083,577.279
46089,1136.644
46099,807.147
46105,2870.478
46109,1101.041
33001,400.232
33007,1794.685
33011,876.139
33013,934.116
34001,555.704
34005,798.576
34011,483.703
31031,5960.422
31043,264.255
31049,439.851
31055,328.455
31061,575.816
31067,851.491
39035,457.191
39051,405.443
39053,466.53
29063,421.356
29069,541.069
29081,722.504
29089,463.849
29091,927.248
37015,699.27
37023,507.099
37029,240.556
37031,506.251
29133,411.583
29143,674.84
29149,789.796
29155,492.544
29165,420.19
37101,791.299
37107,400.591
37113,515.558
37119,523.842
37125,697.843
40001,573.477
40007,1814.672
40021,749.408
40023,770.357
40033,632.654
40041,738.177
40051,1100.497
37189,312.556
48051,659.026
35023,3436.861
35029,2965.188
35031,5449.809
35035,6613.209
47153,265.858
47157,763.174
47163,413.363
47171,186.165
47181,734.1
45057,549.16
36085,58.37
36097,328.333
36105,968.132
36111,1124.235
36115,831.184
36119,430.497
45091,680.595
46009,563.701
46013,1712.981
46021,733.677
29209,464.033
29217,826.398
29227,266.613
30001,5541.624
37171,532.166
37177,389.035
39067,402.339
39073,421.323
39079,420.304
48057,506.84
48071,597.137
48093,937.754
48097,874.759
24510,80.944
45063,698.913
45067,489.227
45077,496.407
26053,1101.849
46027,412.185
46031,2469.692
46047,1739.915
46053,1014.957
27007,2504.94
27015,611.09
27021,2021.542
27027,1045.366
46123,1612.446
46135,521.164
30011,3340.752
30017,3783.362
30025,1620.772
30027,4339.803
30033,4675.356
30039,1727.415
30045,1869.821
31131,615.631
25005,553.096
25009,492.563
25019,44.97
34023,308.914
26055,464.331
31091,721.121
31095,570.185
31103,773.072
31111,2564.068
28089,714.506
28093,706.193
27031,1452.277
27049,756.838
27055,552.058
37049,708.958
37051,652.315
37131,536.589
37137,336.537
37149,237.789
37155,949.221
42091,483.04
42097,458.368
42103,544.961
34025,468.793
34039,102.855
35003,6923.69
35005,6065.275
35009,1404.797
30061,1219.437
38001,987.619
09011,664.878
10001,586.179
10003,426.286
12009,1015.664
12075,1118.206
05031,707.206
05035,609.76
05041,768.152
05057,727.52
05063,763.953
05069,870.746
05075,587.614
05077,602.621
04025,8123.499
05005,554.283
05007,847.357
16073,7665.511
16085,3664.515
16087,1452.982
17013,253.825
17021,709.377
17027,474.085
16031,2565.081
16035,2457.274
16037,4920.94
16049,8477.352
16059,4563.387
18023,405.07
02282,7649.457
12021,1998.324
12033,656.461
15003,600.743
16007,974.785
16011,2093.978
16013,2643.586
05105,551.402
05107,695.663
05119,759.763
17031,945.326
18123,381.727
18129,409.571
18143,190.397
18147,396.744
18155,220.633
18163,233.475
18029,305.034
18037,427.269
18039,463.17
13135,430.383
13145,463.869
13151,322.127
13161,330.74
13167,303.01
13177,355.784
13179,489.801
20107,594.059
20117,900.183
17149,831.381
17157,575.5
17161,427.636
17171,250.913
17173,758.523
17181,413.459
17185,223.252
17193,494.766
17201,513.362
13287,285.393
13291,321.926
13299,892.461
21105,242.274
48273,881.308
48311,1139.426
48315,380.88
48321,1100.276
48337,930.906
54047,533.456
54057,327.83
54063,472.752
54071,696.049
54077,648.805
51059,390.969
51071,355.781
51077,442.175
51083,817.839
51089,382.334
51093,315.612
51099,179.636
51105,435.518
21033,344.791
13305,641.777
51117,625.485
72023,70.374
72033,4.845
72037,29.035
72047,42.573
72049,11.624
72057,64.992
72065,41.781
53007,2920.525
72087,19.366
72091,45.128
72097,77.645
72107,63.62
72113,114.762
72121,35.833
72127,47.847
72133,34.023
72141,113.529
48117,1496.868
48261,1458.329
48135,897.687
48141,1012.693
48155,704.397
48161,877.739
48165,1502.375
51107,515.561
51131,211.612
51147,349.96
51149,265.155
51159,191.492
51161,250.518
51165,849.086
51175,599.145
51177,401.496
72071,55.304
55061,342.518
56039,3995.379
72003,30.851
72009,31.311
72015,15.008
53047,5267.978
48129,926.886
48167,378.358
48221,420.641
48225,1230.909
48229,4570.983
48245,876.295
48257,780.699
51193,229.375
51199,104.78
53031,1803.7
55031,1304.136
55051,758.174
53049,932.658
51570,7.52
51630,10.44
51650,51.413
51700,68.714
51735,15.317
51770,42.562
55071,589.082
55079,241.402
55089,233.077
53055,173.915
53061,2087.273
53071,1270.129
53073,2106.857
22039,662.378
27139,356.476
31113,570.66
37043,214.751
39057,413.729
36009,1308.35
47169,114.193
46073,526.233
48365,801.749
48207,903.131
51690,10.956
55131,430.703
54067,646.824
51087,233.697
01043,734.841
01109,672.094
09009,604.506
05049,618.194
05127,892.32
21117,160.25
19123,570.863
47015,265.635
38011,1161.807
38083,972.379
48375,908.37
31065,719.132
28135,645.288
41019,5036.075
29013,836.689
55001,645.646
53057,1731.203
06085,1290.1
13017,250.121
18047,384.43
22123,359.646
26067,571.304
37185,428.456
45015,1098.857
13045,499.076
37093,390.744
20149,841.022
28033,476.145
42001,518.668
37161,564.151
21051,469.247
13245,324.326
13251,645.101
13261,482.697
13263,391.389
13273,335.439
20193,1074.687
20199,913.652
20201,894.756
21195,786.833
21211,379.636
21213,234.204
21223,151.648
21225,342.849
20037,589.756
20043,393.405
20061,384.618
20067,574.8
20071,778.45
20083,859.992
20089,909.781
22019,1063.659
22027,754.878
22029,696.92
22037,453.41
53009,1738.329
53027,1902.027
55105,718.142
55117,511.265
55127,555.127
55009,529.708
49047,4479.693
49053,2426.358
50001,766.325
50009,663.598
50017,687.033
50023,687.233
22003,761.847
22009,832.434
22101,555.379
22107,602.784
22109,1231.815
21021,180.169
21023,205.612
22045,574.111
21047,717.503
21055,359.952
21059,458.346
21073,207.747
21075,205.504
21089,344.397
21095,465.828
55137,626.153
56001,4273.84
56007,7897.578
56011,2854.408
56013,9183.814
56021,2685.912
54031,582.312
54035,464.348
54041,384.895
50027,969.337
51001,449.496
51021,357.725
51027,502.763
51037,475.271
51041,423.297
